fecha,temp_media,temp_max,temp_min,precipitacion_mm,humedad_%
2024-11-15,17.66,20.94,15.5,0.19,72.49
2024-11-16,18.48,22.63,15.48,0.01,68.21
2024-11-17,17.95,21.48,15.36,0.0,68.01
2024-11-18,18.78,23.48,15.6,0.01,66.81
2024-11-19,17.91,22.55,15.05,0.01,72.6
2024-11-20,17.87,21.65,15.03,0.0,71.88
2024-11-21,17.1,20.62,14.88,0.19,78.21
2024-11-22,18.07,22.3,14.62,0.33,74.91
2024-11-23,18.23,22.09,15.91,0.37,77.13
2024-11-24,18.67,22.43,15.55,0.31,74.04
2024-11-25,18.65,22.38,15.8,1.35,73.92
2024-11-26,18.45,22.53,15.39,0.22,75.0
2024-11-27,18.49,22.19,15.63,0.09,75.58
2024-11-28,19.14,23.03,16.17,0.18,70.72
2024-11-29,19.0,22.58,16.34,0.38,72.87
2024-11-30,19.13,23.46,15.88,0.27,74.43
2024-12-01,19.2,22.6,16.72,0.5,76.72
2024-12-02,18.73,22.3,16.14,0.79,76.82
2024-12-03,18.37,21.64,15.72,0.36,75.61
2024-12-04,18.67,22.96,15.67,0.01,73.87
2024-12-05,18.52,22.21,15.66,0.02,74.44
2024-12-06,17.89,21.7,15.44,0.03,77.93
2024-12-07,17.95,22.13,15.11,0.04,78.27
2024-12-08,18.3,22.38,15.24,1.81,75.12
2024-12-09,18.89,23.38,15.45,0.15,72.51
2024-12-10,19.06,22.87,16.15,0.65,74.1
2024-12-11,18.96,22.71,16.18,0.27,73.53
2024-12-12,18.48,22.38,16.32,0.26,75.31
2024-12-13,18.4,22.06,16.07,0.21,77.23
2024-12-14,17.58,20.42,15.27,0.26,79.48
2024-12-15,17.63,21.06,15.47,0.34,75.96
2024-12-16,18.11,21.15,15.77,0.55,76.73
2024-12-17,19.02,23.94,15.38,0.11,72.46
2024-12-18,18.72,21.55,16.45,0.02,76.68
2024-12-19,18.63,21.74,16.29,0.03,73.56
2024-12-20,19.53,23.92,16.71,0.01,67.23
2024-12-21,19.4,23.55,16.76,0.0,69.78
2024-12-22,18.8,23.05,15.59,0.07,75.28
2024-12-23,18.14,21.23,15.68,0.43,77.63
2024-12-24,18.7,22.81,15.41,0.02,76.36
2024-12-25,19.0,23.2,15.75,0.04,73.73
2024-12-26,18.62,22.61,15.91,0.06,74.83
2024-12-27,18.72,22.7,15.71,0.16,76.82
2024-12-28,19.25,23.77,16.39,0.06,75.06
2024-12-29,18.54,22.46,16.33,0.22,77.68
2024-12-30,18.67,22.09,15.98,0.12,76.89
2024-12-31,18.28,21.3,15.67,0.73,78.95
