Año,Toneladas,region,temp_media,temp_min,precipitacion_total,humedad_media,Cultivo,Region
2016,1575955.17,LaLibertad,18.576147540983605,13.891666666666667,196.53,63.0916393442623,Maiz,LaLibertad
2017,1523469.0,LaLibertad,17.94745205479452,13.600438356164384,322.26,66.80846575342466,Maiz,LaLibertad
2018,1576752.0,LaLibertad,17.81441095890411,13.282986301369863,320.40000000000003,66.00553424657534,Maiz,LaLibertad
2019,1575955.0,LaLibertad,18.36282191780822,13.80635616438356,234.39,65.24175342465755,Maiz,LaLibertad
2020,1448383.0,LaLibertad,18.225956284153003,13.748633879781421,216.87,64.45549180327869,Maiz,LaLibertad
2021,1582556.54,LaLibertad,17.885506849315068,13.449780821917809,178.34,64.08032876712329,Maiz,LaLibertad
2022,1611950.53,LaLibertad,17.61013698630137,13.173643835616438,236.14,63.2886301369863,Maiz,LaLibertad
2023,1642766.07,LaLibertad,18.52309589041096,14.354328767123288,340.7,69.83641095890411,Maiz,LaLibertad
2024,1686076.72,LaLibertad,18.856338797814207,14.541120218579236,159.5,64.05390710382514,Maiz,LaLibertad
2015,396186.0,Lima,19.01750684931507,15.630520547945206,51.41,67.64194520547946,Maiz_choclo,Lima
2016,398750.0,Lima,18.89983606557377,15.432431693989072,34.56,66.78131147540984,Maiz_choclo,Lima
2017,388859.0,Lima,18.526027397260275,15.295835616438355,56.66,67.80786301369862,Maiz_choclo,Lima
2018,437485.68,Lima,18.23301369863014,14.938383561643835,70.31,67.76142465753423,Maiz_choclo,Lima
2019,417066.42,Lima,18.665945205479453,15.298328767123289,27.28,67.03887671232876,Maiz_choclo,Lima
2020,413298.18,Lima,18.481748633879782,15.130491803278689,27.060000000000002,66.5842349726776,Maiz_choclo,Lima
2021,472010.38,Lima,18.09835616438356,14.842931506849315,31.89,67.09452054794521,Maiz_choclo,Lima
2022,494510.54,Lima,17.613808219178082,14.272054794520548,36.62,66.19895890410959,Maiz_choclo,Lima
2023,450123.57,Lima,19.360767123287673,16.168986301369863,44.08,70.6671506849315,Maiz_choclo,Lima
2024,467269.85,Lima,18.93379781420765,15.787131147540984,35.57,68.17920765027323,Maiz_choclo,Lima
2015,367110.0,LaLibertad,18.69904109589041,14.097315068493153,194.41,65.22969863013698,Palta,LaLibertad
2016,455394.17,LaLibertad,18.576147540983605,13.891666666666667,196.53,63.0916393442623,Palta,LaLibertad
2017,466796.0,LaLibertad,17.94745205479452,13.600438356164384,322.26,66.80846575342466,Palta,LaLibertad
2018,504839.74,LaLibertad,17.81441095890411,13.282986301369863,320.40000000000003,66.00553424657534,Palta,LaLibertad
2019,571991.85,LaLibertad,18.36282191780822,13.80635616438356,234.39,65.24175342465755,Palta,LaLibertad
2020,672232.24,LaLibertad,18.225956284153003,13.748633879781421,216.87,64.45549180327869,Palta,LaLibertad
2021,776650.96,LaLibertad,17.885506849315068,13.449780821917809,178.34,64.08032876712329,Palta,LaLibertad
2022,798319.12,LaLibertad,17.61013698630137,13.173643835616438,236.14,63.2886301369863,Palta,LaLibertad
2023,872133.76,LaLibertad,18.52309589041096,14.354328767123288,340.7,69.83641095890411,Palta,LaLibertad
2024,919601.78,LaLibertad,18.856338797814207,14.541120218579236,159.5,64.05390710382514,Palta,LaLibertad
2015,369032.0,LaLibertad,18.69904109589041,14.097315068493153,194.41,65.22969863013698,Esparrago,LaLibertad
2016,378305.79,LaLibertad,18.576147540983605,13.891666666666667,196.53,63.0916393442623,Esparrago,LaLibertad
2017,383098.0,LaLibertad,17.94745205479452,13.600438356164384,322.26,66.80846575342466,Esparrago,LaLibertad
2018,360630.14,LaLibertad,17.81441095890411,13.282986301369863,320.40000000000003,66.00553424657534,Esparrago,LaLibertad
2019,356789.56,LaLibertad,18.36282191780822,13.80635616438356,234.39,65.24175342465755,Esparrago,LaLibertad
2020,369370.0,LaLibertad,18.225956284153003,13.748633879781421,216.87,64.45549180327869,Esparrago,LaLibertad
2021,369153.0,LaLibertad,17.885506849315068,13.449780821917809,178.34,64.08032876712329,Esparrago,LaLibertad
2022,377246.1,LaLibertad,17.61013698630137,13.173643835616438,236.14,63.2886301369863,Esparrago,LaLibertad
2023,356728.51,LaLibertad,18.52309589041096,14.354328767123288,340.7,69.83641095890411,Esparrago,LaLibertad
2024,333054.75,LaLibertad,18.856338797814207,14.541120218579236,159.5,64.05390710382514,Esparrago,LaLibertad
2015,597939.0,Ica,19.30772602739726,14.953150684931506,176.12,57.36657534246575,Uva,Ica
2016,689957.31,Ica,19.367486338797814,14.973060109289618,120.14,56.194426229508196,Uva,Ica
2017,645012.0,Ica,18.920219178082192,14.8126301369863,166.81,58.48772602739726,Uva,Ica
2018,645545.06,Ica,18.821972602739727,14.617972602739727,156.55,58.07180821917808,Uva,Ica
2019,639814.93,Ica,19.233890410958903,15.053890410958905,142.85,57.157123287671226,Uva,Ica
2020,733472.46,Ica,19.131256830601092,14.804234972677596,115.88,56.80729508196722,Uva,Ica
2021,826369.93,Ica,18.690520547945205,14.315643835616438,162.4,57.25054794520548,Uva,Ica
2022,826724.82,Ica,18.38490410958904,13.81427397260274,131.5,55.17758904109589,Uva,Ica
2023,992456.1,Ica,19.57454794520548,15.330520547945206,137.29,60.398356164383564,Uva,Ica
2024,948130.79,Ica,19.58366120218579,15.293142076502733,181.33,58.543169398907104,Uva,Ica
2015,760192.0,Arequipa,11.329095890410958,5.1921917808219185,194.16,46.11030136986301,Cebolla,Arequipa
2016,705633.41,Arequipa,11.479699453551913,5.256666666666667,137.72,44.04161202185792,Cebolla,Arequipa
2017,722436.0,Arequipa,10.933287671232877,5.2025205479452055,268.21,51.64106849315069,Cebolla,Arequipa
2018,643836.39,Arequipa,11.00917808219178,5.15186301369863,182.41,50.5552602739726,Cebolla,Arequipa
2019,636218.3,Arequipa,11.613534246575341,5.77654794520548,148.01,49.83465753424658,Cebolla,Arequipa
2020,604802.67,Arequipa,11.28516393442623,5.303196721311475,262.55,48.97459016393443,Cebolla,Arequipa
2021,602278.18,Arequipa,11.20813698630137,5.328301369863014,113.12,48.34076712328768,Cebolla,Arequipa
2022,516088.78,Arequipa,10.867506849315069,4.628602739726028,168.48,44.49378082191781,Cebolla,Arequipa
2023,539375.45,Arequipa,11.91495890410959,6.06186301369863,198.98000000000002,49.83317808219178,Cebolla,Arequipa
2024,592516.26,Arequipa,12.321174863387979,6.52620218579235,125.75,49.54442622950819,Cebolla,Arequipa
2015,236287.0,Lima,19.01750684931507,15.630520547945206,51.41,67.64194520547946,Tomate,Lima
2016,232897.89,Lima,18.89983606557377,15.432431693989072,34.56,66.78131147540984,Tomate,Lima
2017,220618.0,Lima,18.526027397260275,15.295835616438355,56.66,67.80786301369862,Tomate,Lima
2018,252794.21,Lima,18.23301369863014,14.938383561643835,70.31,67.76142465753423,Tomate,Lima
2019,201838.27,Lima,18.665945205479453,15.298328767123289,27.28,67.03887671232876,Tomate,Lima
2020,204052.0,Lima,18.481748633879782,15.130491803278689,27.060000000000002,66.5842349726776,Tomate,Lima
2021,243791.0,Lima,18.09835616438356,14.842931506849315,31.89,67.09452054794521,Tomate,Lima
2022,210938.96,Lima,17.613808219178082,14.272054794520548,36.62,66.19895890410959,Tomate,Lima
2023,226113.39,Lima,19.360767123287673,16.168986301369863,44.08,70.6671506849315,Tomate,Lima
2024,265468.15,Lima,18.93379781420765,15.787131147540984,35.57,68.17920765027323,Tomate,Lima
2015,349805.0,Piura,26.70454794520548,21.23586301369863,105.77,60.95821917808219,Mango,Piura
2016,377381.94,Piura,26.211994535519125,20.777459016393443,120.8,60.79073770491803,Mango,Piura
2017,385304.0,Piura,24.882109589041093,20.04654794520548,663.39,67.60550684931506,Mango,Piura
2018,383020.71,Piura,25.390109589041096,19.909479452054793,79.16,60.49263013698631,Mango,Piura
2019,431884.0,Piura,25.756493150684932,20.446849315068494,143.43,61.660575342465755,Mango,Piura
2020,518193.94,Piura,25.38617486338798,20.01915300546448,65.26,61.40032786885246,Mango,Piura
2021,447344.51,Piura,25.14808219178082,19.771780821917808,74.68,60.72698630136986,Mango,Piura
2022,507729.79,Piura,24.624493150684934,19.091753424657533,58.980000000000004,60.17246575342466,Mango,Piura
2023,338286.37,Piura,26.70945205479452,21.728301369863015,437.83,65.03761643835617,Mango,Piura
2024,335655.5,Piura,25.904371584699454,20.550081967213114,158.98,61.625245901639346,Mango,Piura
2015,10585.0,LaLibertad,18.69904109589041,14.097315068493153,194.41,65.22969863013698,Arandano,LaLibertad
2016,22978.29,LaLibertad,18.576147540983605,13.891666666666667,196.53,63.0916393442623,Arandano,LaLibertad
2017,52301.0,LaLibertad,17.94745205479452,13.600438356164384,322.26,66.80846575342466,Arandano,LaLibertad
2018,94805.0,LaLibertad,17.81441095890411,13.282986301369863,320.40000000000003,66.00553424657534,Arandano,LaLibertad
2019,147900.0,LaLibertad,18.36282191780822,13.80635616438356,234.39,65.24175342465755,Arandano,LaLibertad
2020,179305.0,LaLibertad,18.225956284153003,13.748633879781421,216.87,64.45549180327869,Arandano,LaLibertad
2021,228160.0,LaLibertad,17.885506849315068,13.449780821917809,178.34,64.08032876712329,Arandano,LaLibertad
2022,292584.0,LaLibertad,17.61013698630137,13.173643835616438,236.14,63.2886301369863,Arandano,LaLibertad
2023,229390.0,LaLibertad,18.52309589041096,14.354328767123288,340.7,69.83641095890411,Arandano,LaLibertad
2024,353600.0,LaLibertad,18.856338797814207,14.541120218579236,159.5,64.05390710382514,Arandano,LaLibertad
2015,10211856.0,LaLibertad,18.69904109589041,14.097315068493153,194.41,65.22969863013698,Cana_azucar,LaLibertad
2016,11884724.7,LaLibertad,18.576147540983605,13.891666666666667,196.53,63.0916393442623,Cana_azucar,LaLibertad
2017,11127472.88,LaLibertad,17.94745205479452,13.600438356164384,322.26,66.80846575342466,Cana_azucar,LaLibertad
2018,11715260.05,LaLibertad,17.81441095890411,13.282986301369863,320.40000000000003,66.00553424657534,Cana_azucar,LaLibertad
2019,13468207.44,LaLibertad,18.36282191780822,13.80635616438356,234.39,65.24175342465755,Cana_azucar,LaLibertad
2020,12846609.67,LaLibertad,18.225956284153003,13.748633879781421,216.87,64.45549180327869,Cana_azucar,LaLibertad
2021,12344084.51,LaLibertad,17.885506849315068,13.449780821917809,178.34,64.08032876712329,Cana_azucar,LaLibertad
2022,11968230.66,LaLibertad,17.61013698630137,13.173643835616438,236.14,63.2886301369863,Cana_azucar,LaLibertad
2023,11919221.0,LaLibertad,18.52309589041096,14.354328767123288,340.7,69.83641095890411,Cana_azucar,LaLibertad
2024,12038562.0,LaLibertad,18.856338797814207,14.541120218579236,159.5,64.05390710382514,Cana_azucar,LaLibertad
2015,2145361.0,Loreto,25.92219178082192,23.52191780821918,2942.17,89.40339726027398,Platano,Loreto
2016,2073994.7,Loreto,26.052076502732238,23.622322404371587,2614.73,89.9687431693989,Platano,Loreto
2017,1981047.0,Loreto,25.69413698630137,23.30509589041096,2389.68,90.01438356164384,Platano,Loreto
2018,2194857.56,Loreto,25.563808219178085,23.146,2279.31,89.57197260273973,Platano,Loreto
2019,2252171.5,Loreto,25.83468493150685,23.48835616438356,3702.2,89.7506301369863,Platano,Loreto
2020,2326085.08,Loreto,25.937185792349727,23.460573770491802,3448.7400000000002,89.89196721311475,Platano,Loreto
2021,2337153.35,Loreto,25.544630136986303,23.181068493150686,3378.63,90.57276712328766,Platano,Loreto
2022,2424180.34,Loreto,25.45904109589041,22.981205479452054,2685.33,90.15942465753426,Platano,Loreto
2023,2414867.93,Loreto,25.965013698630134,23.506109589041095,2918.5,89.64246575342466,Platano,Loreto
2024,2343310.52,Loreto,26.46207650273224,24.01983606557377,3244.55,90.09890710382513,Platano,Loreto
2015,1230036.0,Loreto,25.92219178082192,23.52191780821918,2942.17,89.40339726027398,Yuca,Loreto
2016,1180955.0,Loreto,26.052076502732238,23.622322404371587,2614.73,89.9687431693989,Yuca,Loreto
2017,1196449.0,Loreto,25.69413698630137,23.30509589041096,2389.68,90.01438356164384,Yuca,Loreto
2018,1239740.6,Loreto,25.563808219178085,23.146,2279.31,89.57197260273973,Yuca,Loreto
2019,1276914.45,Loreto,25.83468493150685,23.48835616438356,3702.2,89.7506301369863,Yuca,Loreto
2020,1343009.6,Loreto,25.937185792349727,23.460573770491802,3448.7400000000002,89.89196721311475,Yuca,Loreto
2021,1341434.49,Loreto,25.544630136986303,23.181068493150686,3378.63,90.57276712328766,Yuca,Loreto
2022,1416938.93,Loreto,25.45904109589041,22.981205479452054,2685.33,90.15942465753426,Yuca,Loreto
2023,1504942.94,Loreto,25.965013698630134,23.506109589041095,2918.5,89.64246575342466,Yuca,Loreto
2024,1425272.17,Loreto,26.46207650273224,24.01983606557377,3244.55,90.09890710382513,Yuca,Loreto
2015,684301.0,Loreto,25.92219178082192,23.52191780821918,2942.17,89.40339726027398,Palma_aceitera,Loreto
2016,736345.0,Loreto,26.052076502732238,23.622322404371587,2614.73,89.9687431693989,Palma_aceitera,Loreto
2017,852022.0,Loreto,25.69413698630137,23.30509589041096,2389.68,90.01438356164384,Palma_aceitera,Loreto
2018,921000.61,Loreto,25.563808219178085,23.146,2279.31,89.57197260273973,Palma_aceitera,Loreto
2019,932210.29,Loreto,25.83468493150685,23.48835616438356,3702.2,89.7506301369863,Palma_aceitera,Loreto
2020,898480.73,Loreto,25.937185792349727,23.460573770491802,3448.7400000000002,89.89196721311475,Palma_aceitera,Loreto
2021,1172587.16,Loreto,25.544630136986303,23.181068493150686,3378.63,90.57276712328766,Palma_aceitera,Loreto
2022,1504600.49,Loreto,25.45904109589041,22.981205479452054,2685.33,90.15942465753426,Palma_aceitera,Loreto
2023,1436282.54,Loreto,25.965013698630134,23.506109589041095,2918.5,89.64246575342466,Palma_aceitera,Loreto
2024,1469056.75,Loreto,26.46207650273224,24.01983606557377,3244.55,90.09890710382513,Palma_aceitera,Loreto
2015,357912.0,Junin,8.843013698630136,3.930931506849315,393.64,75.87175342465753,Mandarina,Junin
2016,403857.0,Junin,9.20844262295082,4.005874316939891,264.06,73.6884699453552,Mandarina,Junin
2017,408025.0,Junin,9.026876712328766,4.133561643835616,391.9,75.87813698630137,Mandarina,Junin
2018,481593.96,Junin,8.643890410958903,3.8444109589041098,345.75,75.774,Mandarina,Junin
2019,503220.3,Junin,9.204383561643835,4.216465753424657,372.85,75.2352602739726,Mandarina,Junin
2020,526142.06,Junin,9.202950819672132,4.1957650273224045,335.18,74.90428961748634,Mandarina,Junin
2021,588357.6,Junin,8.680164383561644,4.075671232876712,378.8,77.29005479452054,Mandarina,Junin
2022,638959.61,Junin,8.834027397260273,3.880849315068493,310.32,74.6862191780822,Mandarina,Junin
2023,656125.1,Junin,9.531534246575342,4.847068493150685,329.16,76.13556164383562,Mandarina,Junin
2024,651352.52,Junin,9.82948087431694,5.101284153005464,416.35,76.75964480874316,Mandarina,Junin
2015,456154.0,Junin,8.843013698630136,3.930931506849315,393.64,75.87175342465753,Naranja,Junin
2016,490869.0,Junin,9.20844262295082,4.005874316939891,264.06,73.6884699453552,Naranja,Junin
2017,498454.0,Junin,9.026876712328766,4.133561643835616,391.9,75.87813698630137,Naranja,Junin
2018,502843.32,Junin,8.643890410958903,3.8444109589041098,345.75,75.774,Naranja,Junin
2019,509767.63,Junin,9.204383561643835,4.216465753424657,372.85,75.2352602739726,Naranja,Junin
2020,558614.28,Junin,9.202950819672132,4.1957650273224045,335.18,74.90428961748634,Naranja,Junin
2021,576229.0,Junin,8.680164383561644,4.075671232876712,378.8,77.29005479452054,Naranja,Junin
2022,591399.78,Junin,8.834027397260273,3.880849315068493,310.32,74.6862191780822,Naranja,Junin
2023,569988.02,Junin,9.531534246575342,4.847068493150685,329.16,76.13556164383562,Naranja,Junin
2024,555013.66,Junin,9.82948087431694,5.101284153005464,416.35,76.75964480874316,Naranja,Junin
2015,450635.0,Junin,8.843013698630136,3.930931506849315,393.64,75.87175342465753,Pina,Junin
2016,461285.95,Junin,9.20844262295082,4.005874316939891,264.06,73.6884699453552,Pina,Junin
2017,494642.0,Junin,9.026876712328766,4.133561643835616,391.9,75.87813698630137,Pina,Junin
2018,548464.87,Junin,8.643890410958903,3.8444109589041098,345.75,75.774,Pina,Junin
2019,565203.44,Junin,9.204383561643835,4.216465753424657,372.85,75.2352602739726,Pina,Junin
2020,583627.79,Junin,9.202950819672132,4.1957650273224045,335.18,74.90428961748634,Pina,Junin
2021,588840.6,Junin,8.680164383561644,4.075671232876712,378.8,77.29005479452054,Pina,Junin
2022,587731.23,Junin,8.834027397260273,3.880849315068493,310.32,74.6862191780822,Pina,Junin
2023,583018.79,Junin,9.531534246575342,4.847068493150685,329.16,76.13556164383562,Pina,Junin
2024,585409.28,Junin,9.82948087431694,5.101284153005464,416.35,76.75964480874316,Pina,Junin
2015,281007.0,Piura,26.70454794520548,21.23586301369863,105.77,60.95821917808219,Limon,Piura
2016,282918.09,Piura,26.211994535519125,20.777459016393443,120.8,60.79073770491803,Limon,Piura
2017,179886.0,Piura,24.882109589041093,20.04654794520548,663.39,67.60550684931506,Limon,Piura
2018,270669.0,Piura,25.390109589041096,19.909479452054793,79.16,60.49263013698631,Limon,Piura
2019,302019.0,Piura,25.756493150684932,20.446849315068494,143.43,61.660575342465755,Limon,Piura
2020,315171.79,Piura,25.38617486338798,20.01915300546448,65.26,61.40032786885246,Limon,Piura
2021,337678.04,Piura,25.14808219178082,19.771780821917808,74.68,60.72698630136986,Limon,Piura
2022,368694.34,Piura,24.624493150684934,19.091753424657533,58.980000000000004,60.17246575342466,Limon,Piura
2023,299934.3,Piura,26.70945205479452,21.728301369863015,437.83,65.03761643835617,Limon,Piura
2024,419068.5,Piura,25.904371584699454,20.550081967213114,158.98,61.625245901639346,Limon,Piura
2015,288164.0,Lima,19.01750684931507,15.630520547945206,51.41,67.64194520547946,Camote,Lima
2016,269670.43,Lima,18.89983606557377,15.432431693989072,34.56,66.78131147540984,Camote,Lima
2017,256434.0,Lima,18.526027397260275,15.295835616438355,56.66,67.80786301369862,Camote,Lima
2018,275322.8,Lima,18.23301369863014,14.938383561643835,70.31,67.76142465753423,Camote,Lima
2019,300987.78,Lima,18.665945205479453,15.298328767123289,27.28,67.03887671232876,Camote,Lima
2020,243157.46,Lima,18.481748633879782,15.130491803278689,27.060000000000002,66.5842349726776,Camote,Lima
2021,305757.53,Lima,18.09835616438356,14.842931506849315,31.89,67.09452054794521,Camote,Lima
2022,275336.62,Lima,17.613808219178082,14.272054794520548,36.62,66.19895890410959,Camote,Lima
2023,307708.28,Lima,19.360767123287673,16.168986301369863,44.08,70.6671506849315,Camote,Lima
2024,293210.68,Lima,18.93379781420765,15.787131147540984,35.57,68.17920765027323,Camote,Lima
2015,214849.0,Junin,8.843013698630136,3.930931506849315,393.64,75.87175342465753,Trigo,Junin
2016,188468.76,Junin,9.20844262295082,4.005874316939891,264.06,73.6884699453552,Trigo,Junin
2017,192099.0,Junin,9.026876712328766,4.133561643835616,391.9,75.87813698630137,Trigo,Junin
2018,195245.82,Junin,8.643890410958903,3.8444109589041098,345.75,75.774,Trigo,Junin
2019,188468.76,Junin,9.204383561643835,4.216465753424657,372.85,75.2352602739726,Trigo,Junin
2020,186835.0,Junin,9.202950819672132,4.1957650273224045,335.18,74.90428961748634,Trigo,Junin
2021,203072.79,Junin,8.680164383561644,4.075671232876712,378.8,77.29005479452054,Trigo,Junin
2022,212403.98,Junin,8.834027397260273,3.880849315068493,310.32,74.6862191780822,Trigo,Junin
2023,194004.08,Junin,9.531534246575342,4.847068493150685,329.16,76.13556164383562,Trigo,Junin
2024,203522.44,Junin,9.82948087431694,5.101284153005464,416.35,76.75964480874316,Trigo,Junin
2015,80526.0,Junin,8.843013698630136,3.930931506849315,393.64,75.87175342465753,Haba,Junin
2016,71918.59,Junin,9.20844262295082,4.005874316939891,264.06,73.6884699453552,Haba,Junin
2017,72818.0,Junin,9.026876712328766,4.133561643835616,391.9,75.87813698630137,Haba,Junin
2018,80154.23,Junin,8.643890410958903,3.8444109589041098,345.75,75.774,Haba,Junin
2019,83230.23,Junin,9.204383561643835,4.216465753424657,372.85,75.2352602739726,Haba,Junin
2020,82836.05,Junin,9.202950819672132,4.1957650273224045,335.18,74.90428961748634,Haba,Junin
2021,82249.21,Junin,8.680164383561644,4.075671232876712,378.8,77.29005479452054,Haba,Junin
2022,87048.04,Junin,8.834027397260273,3.880849315068493,310.32,74.6862191780822,Haba,Junin
2023,81010.62,Junin,9.531534246575342,4.847068493150685,329.16,76.13556164383562,Haba,Junin
2024,103508.33,Junin,9.82948087431694,5.101284153005464,416.35,76.75964480874316,Haba,Junin
2015,89575.0,Cajamarca,14.894876712328767,10.042602739726028,410.95,69.73479452054795,Frijol,Cajamarca
2016,80886.75,Cajamarca,15.023688524590165,10.100437158469946,373.45,67.93497267759562,Frijol,Cajamarca
2017,75706.0,Cajamarca,14.302027397260273,9.645095890410959,662.23,71.50301369863013,Frijol,Cajamarca
2018,88370.47,Cajamarca,13.98150684931507,9.399452054794521,653.66,72.68276712328768,Frijol,Cajamarca
2019,85745.56,Cajamarca,14.619698630136986,9.920383561643837,493.62,70.9630410958904,Frijol,Cajamarca
2020,87227.43,Cajamarca,14.89603825136612,10.044098360655738,399.08,68.98207650273224,Frijol,Cajamarca
2021,92608.78,Cajamarca,14.498493150684931,9.862575342465753,372.71,69.74613698630137,Frijol,Cajamarca
2022,87865.82,Cajamarca,14.291534246575342,9.543424657534246,507.29,69.6891506849315,Frijol,Cajamarca
2023,92007.16,Cajamarca,14.796547945205479,10.339863013698631,772.37,73.73917808219178,Frijol,Cajamarca
2024,93597.97,Cajamarca,15.666994535519125,10.904180327868852,338.02,68.1496174863388,Frijol,Cajamarca
2015,89983.0,Ica,19.30772602739726,14.953150684931506,176.12,57.36657534246575,Alcachofa,Ica
2016,108801.33,Ica,19.367486338797814,14.973060109289618,120.14,56.194426229508196,Alcachofa,Ica
2017,145068.0,Ica,18.920219178082192,14.8126301369863,166.81,58.48772602739726,Alcachofa,Ica
2018,154551.94,Ica,18.821972602739727,14.617972602739727,156.55,58.07180821917808,Alcachofa,Ica
2019,131707.22,Ica,19.233890410958903,15.053890410958905,142.85,57.157123287671226,Alcachofa,Ica
2020,82095.82,Ica,19.131256830601092,14.804234972677596,115.88,56.80729508196722,Alcachofa,Ica
2021,99518.44,Ica,18.690520547945205,14.315643835616438,162.4,57.25054794520548,Alcachofa,Ica
2022,89492.33,Ica,18.38490410958904,13.81427397260274,131.5,55.17758904109589,Alcachofa,Ica
2023,136692.6,Ica,19.57454794520548,15.330520547945206,137.29,60.398356164383564,Alcachofa,Ica
2024,122918.16,Ica,19.58366120218579,15.293142076502733,181.33,58.543169398907104,Alcachofa,Ica
2015,11150.0,Junin,8.843013698630136,3.930931506849315,393.64,75.87175342465753,Jengibre,Junin
2016,15100.0,Junin,9.20844262295082,4.005874316939891,264.06,73.6884699453552,Jengibre,Junin
2017,27170.0,Junin,9.026876712328766,4.133561643835616,391.9,75.87813698630137,Jengibre,Junin
2018,21700.0,Junin,8.643890410958903,3.8444109589041098,345.75,75.774,Jengibre,Junin
2019,36141.12,Junin,9.204383561643835,4.216465753424657,372.85,75.2352602739726,Jengibre,Junin
2020,48800.0,Junin,9.202950819672132,4.1957650273224045,335.18,74.90428961748634,Jengibre,Junin
2021,55500.0,Junin,8.680164383561644,4.075671232876712,378.8,77.29005479452054,Jengibre,Junin
